"filename", "language", "TypeScript React", "JSON", "TypeScript", "YAML", "comment", "blank", "total"
"/Users/heggria/github/Ark-survey-frontend/src/components/@arksurvey/SkillContainer/SkillGroup.tsx", "TypeScript React", 326, 0, 0, 0, 1, 7, 334
"/Users/heggria/github/Ark-survey-frontend/src/components/@arksurvey/SkillContainer/index.tsx", "TypeScript React", 121, 0, 0, 0, 1, 12, 134
"/Users/heggria/github/Ark-survey-frontend/src/components/@arksurvey/SkinUsePanel/index.tsx", "TypeScript React", 36, 0, 0, 0, 1, 6, 43
"/Users/heggria/github/Ark-survey-frontend/src/components/@arksurvey/UniequipPanel/index.tsx", "TypeScript React", 217, 0, 0, 0, 3, 8, 228
"/Users/heggria/github/Ark-survey-frontend/src/components/@arksurvey/VersionUpdate/index.tsx", "TypeScript React", 11, 0, 0, 0, 2, 3, 16
"/Users/heggria/github/Ark-survey-frontend/src/components/CharDataUnit.tsx", "TypeScript React", -206, 0, 0, 0, -7, -13, -226
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterBadge/BadgeBox.tsx", "TypeScript React", -22, 0, 0, 0, 0, -4, -26
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterBadge/TimeBadgeBox.tsx", "TypeScript React", -33, 0, 0, 0, 0, -5, -38
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterBadge/index.tsx", "TypeScript React", -121, 0, 0, 0, -1, -9, -131
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterDrawer/ChipGroups.tsx", "TypeScript React", -36, 0, 0, 0, 0, -6, -42
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterDrawer/DateSelect.tsx", "TypeScript React", -46, 0, 0, 0, 0, -3, -49
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterDrawer/FilterItemBox.tsx", "TypeScript React", -21, 0, 0, 0, 0, -3, -24
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterDrawer/index.tsx", "TypeScript React", -86, 0, 0, 0, -16, -8, -110
"/Users/heggria/github/Ark-survey-frontend/src/components/CharFilterDrawer/useCharFilterDrawer.tsx", "TypeScript React", -14, 0, 0, 0, 0, -4, -18
"/Users/heggria/github/Ark-survey-frontend/src/components/CustomNavbar.tsx", "TypeScript React", -50, 0, 0, 0, -1, 0, -51
"/Users/heggria/github/Ark-survey-frontend/src/components/Footer.tsx", "TypeScript React", -4, 0, 0, 0, 0, 0, -4
"/Users/heggria/github/Ark-survey-frontend/src/components/PanelContainer/index.tsx", "TypeScript React", -35, 0, 0, 0, 0, -6, -41
"/Users/heggria/github/Ark-survey-frontend/src/components/StyledTabs.tsx", "TypeScript React", -30, 0, 0, 0, 0, -4, -34
"/Users/heggria/github/Ark-survey-frontend/src/components/char-container/index.tsx", "TypeScript React", -168, 0, 0, 0, -1, -15, -184
"/Users/heggria/github/Ark-survey-frontend/src/components/image-container/CharAvatar.tsx", "TypeScript React", -21, 0, 0, 0, 0, -3, -24
"/Users/heggria/github/Ark-survey-frontend/src/components/image-container/SkillIcon.tsx", "TypeScript React", -20, 0, 0, 0, 0, -3, -23
"/Users/heggria/github/Ark-survey-frontend/src/components/image-container/UniEquipImg.tsx", "TypeScript React", -20, 0, 0, 0, 0, -3, -23
"/Users/heggria/github/Ark-survey-frontend/src/components/image-container/index.tsx", "TypeScript React", -55, 0, 0, 0, -2, -5, -62
"/Users/heggria/github/Ark-survey-frontend/src/components/level-panel/index.tsx", "TypeScript React", -246, 0, 0, 0, -2, -7, -255
"/Users/heggria/github/Ark-survey-frontend/src/components/skill-container/SkillGroup.tsx", "TypeScript React", -326, 0, 0, 0, -1, -7, -334
"/Users/heggria/github/Ark-survey-frontend/src/components/skill-container/index.tsx", "TypeScript React", -121, 0, 0, 0, -1, -12, -134
"/Users/heggria/github/Ark-survey-frontend/src/components/skin-use-panel/index.tsx", "TypeScript React", -36, 0, 0, 0, -1, -6, -43
"/Users/heggria/github/Ark-survey-frontend/src/components/uni-equip-panel/index.tsx", "TypeScript React", -217, 0, 0, 0, -3, -8, -228
"/Users/heggria/github/Ark-survey-frontend/src/components/version-update/index.tsx", "TypeScript React", -11, 0, 0, 0, -2, -3, -16
"/Users/heggria/github/Ark-survey-frontend/src/hooks/index.tsx", "TypeScript React", -55, 0, 0, 0, -3, -14, -72
"/Users/heggria/github/Ark-survey-frontend/src/hooks/useChangeSize.tsx", "TypeScript React", 20, 0, 0, 0, 1, 5, 26
"/Users/heggria/github/Ark-survey-frontend/src/hooks/useIsMobile.tsx", "TypeScript React", 14, 0, 0, 0, 1, 5, 20
"/Users/heggria/github/Ark-survey-frontend/src/hooks/useWindowSize.tsx", "TypeScript React", 23, 0, 0, 0, 1, 6, 30
"/Users/heggria/github/Ark-survey-frontend/src/i18n/locales/zh-CN.json", "JSON", 0, -1, 0, 0, 0, 0, -1
"/Users/heggria/github/Ark-survey-frontend/src/index.tsx", "TypeScript React", -1, 0, 0, 0, 0, 0, -1
"/Users/heggria/github/Ark-survey-frontend/src/pages/Home/LoadDataPaper/index.tsx", "TypeScript React", 77, 0, 0, 0, 24, 9, 110
"/Users/heggria/github/Ark-survey-frontend/src/pages/Home/index.tsx", "TypeScript React", 48, 0, 0, 0, 0, 3, 51
"/Users/heggria/github/Ark-survey-frontend/src/pages/NotFound/index.tsx", "TypeScript React", 23, 0, 0, 0, 0, 4, 27
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/CharListBox/components/CharList.tsx", "TypeScript React", 35, 0, 0, 0, 0, 6, 41
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/CharListBox/components/CharListItem.tsx", "TypeScript React", 66, 0, 0, 0, 0, 8, 74
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/CharListBox/index.tsx", "TypeScript React", 67, 0, 0, 0, 0, 7, 74
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/CharSelectBox/index.tsx", "TypeScript React", 43, 0, 0, 0, 0, 4, 47
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/AddCharactersToTierPopover.tsx", "TypeScript React", 53, 0, 0, 0, 0, 4, 57
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/AddTierPopover.tsx", "TypeScript React", 79, 0, 0, 0, 1, 8, 88
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/DeleteTierPopover.tsx", "TypeScript React", 53, 0, 0, 0, 0, 5, 58
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/EditTierPopover.tsx", "TypeScript React", 94, 0, 0, 0, 1, 6, 101
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/ResetAllCharacterPopover.tsx", "TypeScript React", 37, 0, 0, 0, 0, 6, 43
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/TierBox.tsx", "TypeScript React", 144, 0, 0, 0, 3, 7, 154
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/components/UploadPopover.tsx", "TypeScript React", 72, 0, 0, 0, 1, 6, 79
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/DraggableTierList/index.tsx", "TypeScript React", 84, 0, 0, 0, 0, 8, 92
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/TierListMainPage/Description.tsx", "TypeScript React", 26, 0, 0, 0, 0, 2, 28
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/TierListMainPage/index.tsx", "TypeScript React", 28, 0, 0, 0, 0, 3, 31
"/Users/heggria/github/Ark-survey-frontend/src/pages/TierList/index.tsx", "TypeScript React", 21, 0, 0, 0, 0, 4, 25
"/Users/heggria/github/Ark-survey-frontend/src/pages/char-box/components/CharBoxMainPage/index.tsx", "TypeScript React", 14, 0, 0, 0, 0, 0, 14
"/Users/heggria/github/Ark-survey-frontend/src/pages/char-box/components/CharExchangeAffix.tsx", "TypeScript React", 5, 0, 0, 0, 0, 0, 5
"/Users/heggria/github/Ark-survey-frontend/src/pages/char-box/components/CharExchangeBox/CharBoxList.tsx", "TypeScript React", -4, 0, 0, 0, 0, 0, -4
"/Users/heggria/github/Ark-survey-frontend/src/pages/char-box/components/CharExchangeBox/index.tsx", "TypeScript React", 4, 0, 0, 0, 0, 0, 4
"/Users/heggria/github/Ark-survey-frontend/src/pages/index.tsx", "TypeScript React", 1, 0, 0, 0, 0, 0, 1
"/Users/heggria/github/Ark-survey-frontend/src/pages/main-page/LoadDataPaper/index.tsx", "TypeScript React", -73, 0, 0, 0, -24, -9, -106
"/Users/heggria/github/Ark-survey-frontend/src/pages/main-page/index.tsx", "TypeScript React", -48, 0, 0, 0, 0, -3, -51
"/Users/heggria/github/Ark-survey-frontend/src/pages/not-found/index.tsx", "TypeScript React", -23, 0, 0, 0, 0, -4, -27
"/Users/heggria/github/Ark-survey-frontend/src/pages/route.tsx", "TypeScript React", 83, 0, 0, 0, -1, 2, 84
"/Users/heggria/github/Ark-survey-frontend/src/pages/setting/components/NameDisplaySwitch.tsx", "TypeScript React", -5, 0, 0, 0, 0, 0, -5
"/Users/heggria/github/Ark-survey-frontend/src/pages/setting/index.tsx", "TypeScript React", 8, 0, 0, 0, 0, 0, 8
"/Users/heggria/github/Ark-survey-frontend/src/pages/statistics/components/StatisticsInsidePage/index.tsx", "TypeScript React", 1, 0, 0, 0, 0, 0, 1
"/Users/heggria/github/Ark-survey-frontend/src/pages/statistics/components/StatisticsMainPage/index.tsx", "TypeScript React", -152, 0, 0, 0, -1, -5, -158
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/CharListBox/components/CharList.tsx", "TypeScript React", -35, 0, 0, 0, 0, -6, -41
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/CharListBox/components/CharListItem.tsx", "TypeScript React", -66, 0, 0, 0, 0, -8, -74
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/CharListBox/index.tsx", "TypeScript React", -68, 0, 0, 0, 0, -7, -75
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/CharSelectBox/index.tsx", "TypeScript React", -45, 0, 0, 0, 0, -4, -49
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/AddCharactersToTierPopover.tsx", "TypeScript React", -58, 0, 0, 0, 0, -4, -62
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/AddTierPopover.tsx", "TypeScript React", -80, 0, 0, 0, -1, -8, -89
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/DeleteTierPopover.tsx", "TypeScript React", -58, 0, 0, 0, 0, -5, -63
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/EditTierPopover.tsx", "TypeScript React", -90, 0, 0, 0, -1, -6, -97
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/ResetAllCharacterPopover.tsx", "TypeScript React", -41, 0, 0, 0, 0, -6, -47
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/TierBox.tsx", "TypeScript React", -148, 0, 0, 0, -5, -7, -160
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/components/UploadPopover.tsx", "TypeScript React", -68, 0, 0, 0, -1, -6, -75
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/DraggableTierList/index.tsx", "TypeScript React", -83, 0, 0, 0, 0, -8, -91
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/TierListMainPage/Description.tsx", "TypeScript React", -26, 0, 0, 0, 0, -2, -28
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/TierListMainPage/index.tsx", "TypeScript React", -162, 0, 0, 0, -1, -8, -171
"/Users/heggria/github/Ark-survey-frontend/src/pages/tier-list/index.tsx", "TypeScript React", -21, 0, 0, 0, 0, -4, -25
"/Users/heggria/github/Ark-survey-frontend/src/registrationStatus.tsx", "TypeScript React", 1, 0, 0, 0, 0, 0, 1
"/Users/heggria/github/Ark-survey-frontend/src/service/AnnouncementServer.tsx", "TypeScript React", 13, 0, 0, 0, 0, 3, 16
"/Users/heggria/github/Ark-survey-frontend/src/service/CharBoxServer.tsx", "TypeScript React", 41, 0, 0, 0, 12, 7, 60
"/Users/heggria/github/Ark-survey-frontend/src/service/CharSkinBoxServer.tsx", "TypeScript React", 19, 0, 0, 0, 1, 3, 23
"/Users/heggria/github/Ark-survey-frontend/src/service/MetaDataServer..tsx", "TypeScript React", 12, 0, 0, 0, 0, 3, 15
"/Users/heggria/github/Ark-survey-frontend/src/service/TierListServer.tsx", "TypeScript React", 37, 0, 0, 0, 0, 5, 42
"/Users/heggria/github/Ark-survey-frontend/src/service/TierListStatisticServer.tsx", "TypeScript React", 29, 0, 0, 0, 1, 5, 35
"/Users/heggria/github/Ark-survey-frontend/src/service/UserServer.tsx", "TypeScript React", 17, 0, 0, 0, 0, 3, 20
"/Users/heggria/github/Ark-survey-frontend/src/store/index.tsx", "TypeScript React", -4, 0, 0, 0, 0, 0, -4
"/Users/heggria/github/Ark-survey-frontend/src/store/slice/TierListSlice.tsx", "TypeScript React", -12, 0, 0, 0, 0, 0, -12
"/Users/heggria/github/Ark-survey-frontend/src/store/slice/TierListStatisticsSlice.tsx", "TypeScript React", -1, 0, 0, 0, 0, 0, -1
"/Users/heggria/github/Ark-survey-frontend/src/store/slice/filterSlice.tsx", "TypeScript React", -54, 0, 0, 0, -8, -7, -69
"/Users/heggria/github/Ark-survey-frontend/src/store/slice/tierListTypeSlice.tsx", "TypeScript React", -106, 0, 0, 0, -15, -5, -126
"/Users/heggria/github/Ark-survey-frontend/src/utils/ApiUtils.ts", "TypeScript", 0, 0, 39, 0, 0, 3, 42
"Total", "-", -321, 1, 39, -2798, -27, -30, -3136
